acc,assay_type,organism
DRR354898,WGS,human gut metagenome
ERR11566418,WGS,human gut metagenome
SRR21938067,OTHER,metagenome
ERR11478578,WGS,human gut metagenome
ERR12023662,WGS,human gut metagenome
SRR24139180,WGS,gut metagenome
ERR12330762,WGS,human gut metagenome
ERR10789706,WGS,unidentified
ERR5982037,OTHER,human gut metagenome
SRR27764144,WGS,human gut metagenome
SRR6915178,WGS,human gut metagenome
ERR4332498,WGS,Homo sapiens
SRR28282542,WGS,human gut metagenome
SRR27029814,WGS,human gut metagenome
SRR13348610,WGS,metagenome
SRR15051247,WGS,metagenome
ERR4794402,WGS,human gut metagenome
ERR10149229,WGS,human gut metagenome
SRR27418691,WGS,metagenome
ERR1913058,WGS,human gut metagenome
SRR6339466,WGS,human metagenome
ERR11283722,WGS,human gut metagenome
ERR4283158,WGS,Homo sapiens
DRR174594,WGS,human gut metagenome
SRR23883072,WGS,human gut metagenome
SRR13621778,WGS,human gut metagenome
ERR3466185,OTHER,human gut metagenome
SRR18707048,WGS,metagenome
SRR18174182,WGS,human gut metagenome
ERR3451210,WGS,human metagenome
SRR27029523,WGS,human gut metagenome
ERR11080577,OTHER,Homo sapiens
ERR9710764,WGS,human gut metagenome
SRR513442,WGS,human metagenome
SRR18191149,WGS,human gut metagenome
SRR28429137,WGS,metagenome
SRR29483051,WGS,rhizosphere metagenome
SRR24600152,WGS,human gut metagenome
SRR27027534,WGS,human gut metagenome
SRR23345863,WGS,gut metagenome
SRR9010340,WGS,feces metagenome
ERR9752356,WGS,human feces metagenome
ERR11566400,WGS,human gut metagenome
ERR11477141,WGS,human gut metagenome
SRR17000973,WGS,feces metagenome
ERR12109258,WGS,human gut metagenome
ERR11508785,WGS,human feces metagenome
SRR5451373,WGS,rhizosphere metagenome
SRR20142017,WGS,human feces metagenome
SRR29015055,WGS,gut metagenome
ERR1297793,WGS,human gut metagenome
SRR15082019,WGS,feces metagenome
ERR4794430,WGS,human gut metagenome
ERR11473699,WGS,human gut metagenome
SRR21886064,WGS,metagenome
SRR8884415,WGS,human gut metagenome
SRR21752129,WGS,human gut metagenome
SRR31115016,WGS,human gut metagenome
DRR171666,WGS,human gut metagenome
SRR5831600,WGS,human gut metagenome
SRR14076342,WGS,metagenome
DRR502169,WGS,human feces metagenome
SRR27418604,WGS,metagenome
ERR11456778,WGS,human gut metagenome
ERR11456906,WGS,human gut metagenome
SRR28299191,WGS,human gut metagenome
SRR27027682,WGS,human gut metagenome
SRR27832137,WGS,human gut metagenome
SRR27538991,WGS,human gut metagenome
SRR21186640,WGS,gut metagenome
ERR3451462,WGS,human metagenome
DRR576444,WGS,human gut metagenome
SRR23364178,WGS,metagenome
ERR11569165,WGS,human gut metagenome
ERR11456787,WGS,human gut metagenome
SRR28401777,WGA,metagenome
ERR6264280,WGS,human gut metagenome
SRR23086394,WGS,sediment metagenome
SRR7186502,WGS,root metagenome
SRR5127607,WGS,human gut metagenome
ERR10880731,WGS,human metagenome
ERR7162936,WGS,human gut metagenome
SRR23883009,WGS,human gut metagenome
ERR11473803,WGS,human gut metagenome
SRR21938825,OTHER,metagenome
SRR18686834,WGS,human gut metagenome
SRR8884418,WGS,human gut metagenome
ERR5982029,OTHER,human gut metagenome
ERR525975,WGS,human gut metagenome
ERR7162926,WGS,human gut metagenome
SRR14610635,WGS,human gut metagenome
ERR11504215,WGS,human gut metagenome
ERR11478166,WGS,human gut metagenome
SRR12459466,WGA,human gut metagenome
SRR12692950,WGS,soil metagenome
SRR15040948,WGS,human feces metagenome
SRR27430668,OTHER,human gut metagenome
SRR16279931,WGS,feces metagenome
ERR9710406,WGS,human gut metagenome
ERR9710531,WGS,human gut metagenome
SRR27831957,WGS,human gut metagenome
SRR10901937,OTHER,gut metagenome
SRR8803227,WGS,human metagenome
SRR11835949,WGS,metagenome
SRR4305494,WGS,human gut metagenome
SRR18159045,WGS,human gut metagenome
SRR30480282,WGS,metagenome
ERR11566526,WGS,human gut metagenome
SRR26638135,WGS,hospital metagenome
ERR11474949,WGS,human gut metagenome
SRR17243672,WGS,human gut metagenome
SRR18585179,WGS,human gut metagenome
ERR11504646,WGS,human gut metagenome
ERR10149244,WGS,human gut metagenome
ERR7830075,WGS,human gut metagenome
SRR5579275,WGS,rhizosphere metagenome
SRR21858539,WGS,gut metagenome
ERR4332533,WGS,Homo sapiens
ERR1190961,WGS,human gut metagenome
ERR11473660,WGS,human gut metagenome
SRR21919812,OTHER,metagenome
SRR5585388,WGS,rhizosphere metagenome
SRR5456958,WGS,rhizosphere metagenome
SRR7186506,WGS,root metagenome
ERR3451433,WGS,human metagenome
SRR16178815,WGS,gut metagenome
SRR5558094,WGS,human gut metagenome
SRR27558787,WGS,human feces metagenome
ERR2868417,WGS,feces metagenome
ERR4794270,WGS,human gut metagenome
ERR9469402,WGA,Homo sapiens
ERR912062,WGS,human gut metagenome
ERR1190884,WGS,human gut metagenome
SRR28855858,WGS,human gut metagenome
SRR25247386,WGA,human gut metagenome
SRR30601286,WGS,human gut metagenome
SRR23690134,WGS,human feces metagenome
SRR5127481,WGS,human gut metagenome
SRR23255688,WGS,human gut metagenome
ERR4865552,WGS,human gut metagenome
ERR11484079,WGS,human gut metagenome
ERR3405730,WGS,gut metagenome
ERR10852767,WGS,human gut metagenome
SRR25246886,WGA,human gut metagenome
ERR2102813,WGS,human gut metagenome
SRR10680331,WGS,human gut metagenome
SRR28855954,WGS,human gut metagenome
SRR12771537,WGS,human gut metagenome
ERR11457127,WGS,human gut metagenome
ERR2641678,WGS,human metagenome
ERR3003451,WGS,human gut metagenome
DRR480298,WGS,human gut metagenome
SRR5024282,WGS,human gut metagenome
ERR11284275,WGS,human gut metagenome
ERR414405,WGS,human gut metagenome
SRR11941602,WGS,human gut metagenome
SRR15040912,WGS,human feces metagenome
SRR12459355,WGA,human gut metagenome
SRR31120032,WGS,gut metagenome
SRR27975567,WGS,human gut metagenome
SRR13740306,WGS,human gut metagenome
ERR9752175,WGS,human feces metagenome
SRR19421802,WGS,human feces metagenome
SRR27832024,WGS,human gut metagenome
SRR5903369,WGS,human gut metagenome
SRR12996270,WGS,feces metagenome
SRR21858925,WGS,gut metagenome
SRR11670876,WGS,glacier metagenome
ERR10101653,WGS,human gut metagenome
SRR24887275,WGS,soil metagenome
SRR7280978,WGS,Homo sapiens
SRR12326826,WGS,gut metagenome
SRR13225485,WGS,freshwater metagenome
ERR11029205,WGS,human gut metagenome
SRR13068821,WGS,human metagenome
ERR11569556,WGS,human gut metagenome
ERR11478399,WGS,human gut metagenome
SRR10692519,OTHER,human gut metagenome
ERR6006449,OTHER,metagenome
SRR27027600,WGS,human gut metagenome
SRR15313070,WGS,soil metagenome
ERR11474334,WGS,human gut metagenome
SRR28382385,WGS,Homo sapiens
SRR14699976,WGA,marine sediment metagenome
SRR5127633,WGS,human gut metagenome
ERR4332548,WGS,Homo sapiens
ERR11504618,WGS,human gut metagenome
ERR13937279,WGS,human gut metagenome
SRR30181062,WGS,metagenome
ERR12109198,WGS,human gut metagenome
SRR13271755,WGS,metagenome
ERR7783561,WGS,human gut metagenome
ERR2641235,WGS,human metagenome
SRR11941684,WGS,human gut metagenome
ERR4097307,WGS,human gut metagenome
SRR8317188,WGS,human gut metagenome
SRR24599992,WGS,human gut metagenome
SRR19074088,WGS,human gut metagenome
SRR29467350,OTHER,human gut metagenome
ERR2587765,OTHER,gut metagenome
SRR6122143,WGS,gut metagenome
ERR2641560,WGS,human metagenome
ERR10882174,WGS,human metagenome
SRR26457358,WGS,soil metagenome
SRR30166426,WGS,metagenome
ERR11473669,WGS,human gut metagenome
ERR4682887,WGS,wastewater metagenome
SRR27226422,WGS,human gut metagenome
SRR28982147,WGS,soil metagenome
ERR10115338,WGS,human gut metagenome
ERR260253,WGS,human metagenome
SRR27538985,WGS,human gut metagenome
ERR1018280,WGS,human gut metagenome
ERR321638,WGS,human gut metagenome
SRR29483030,WGS,rhizosphere metagenome
ERR2641336,WGS,human metagenome
SRR29402195,WGS,gut metagenome
ERR11564306,WGS,human gut metagenome
ERR11566413,WGS,human gut metagenome
SRR27832078,WGS,human gut metagenome
SRR5558305,WGS,human gut metagenome
ERR3451369,WGS,human metagenome
SRR8558720,WGS,soil metagenome
SRR13452513,WGS,feces metagenome
ERR11789117,WGS,human oral metagenome
SRR23883094,WGS,human gut metagenome
SRR5127758,WGS,human gut metagenome
ERR12109180,WGS,human gut metagenome
SRR21858664,WGS,gut metagenome
ERR11569848,WGS,human gut metagenome
ERR11456541,WGS,human gut metagenome
SRR1238398,WGS,human gut metagenome
ERR9190659,WGS,human gut metagenome
SRR10479035,OTHER,human metagenome
SRR21919731,OTHER,metagenome
ERR3502015,WGS,gut metagenome
SRR17643718,WGS,human gut metagenome
SRR23883244,WGS,human gut metagenome
SRR21969249,OTHER,metagenome
SRR22024875,WGS,metagenome
ERR6501032,WGS,human gut metagenome
ERR1711782,WGS,human gut metagenome
SRR20046992,WGS,human gut metagenome
DRR576425,WGS,human gut metagenome
ERR3450725,WGS,human metagenome
SRR22027804,OTHER,metagenome
ERR6324003,WGS,human gut metagenome
SRR26700571,WGS,gut metagenome
SRR13740016,WGS,human gut metagenome
SRR23883106,WGS,human gut metagenome
ERR1305886,WGS,human gut metagenome
SRR23930629,WGS,feces metagenome
SRR31012791,WGS,soil metagenome
SRR23828729,WGS,human gut metagenome
SRR26700592,WGS,gut metagenome
ERR12023663,WGS,human gut metagenome
ERR4678655,WGS,wastewater metagenome
SRR22877495,WGS,feces metagenome
SRR26421363,WGS,mangrove metagenome
SRR7186549,WGS,root metagenome
ERR11283958,WGS,human gut metagenome
SRR9655006,WGS,human gut metagenome
ERR11566292,WGS,human gut metagenome
ERR11457564,WGS,human gut metagenome
ERR748184,WGS,human gut metagenome
SRR14092291,WGS,human gut metagenome
ERR10101505,WGS,human gut metagenome
SRR17643821,WGS,human gut metagenome
SRR13594495,WGS,metagenome
ERR5982027,OTHER,human gut metagenome
ERR11283898,WGS,human gut metagenome
SRR24315761,WGS,human gut metagenome
ERR1297834,WGS,human gut metagenome
ERR11478490,WGS,human gut metagenome
ERR11456539,WGS,human gut metagenome
SRR398975,OTHER,soil metagenome
SRR21910118,WGA,gut metagenome
ERR9661601,WGS,human gut metagenome
ERR11473408,WGS,human gut metagenome
ERR10687706,WGS,feces metagenome
SRR13394437,WGS,sediment metagenome
SRR10680755,WGS,human gut metagenome
SRR23883261,WGS,human gut metagenome
ERR10786362,WGS,Homo sapiens
ERR11473775,WGS,human gut metagenome
SRR20184296,OTHER,metagenome
SRR29454767,OTHER,human gut metagenome
SRR28455267,WGS,human gut metagenome
SRR14715290,WGS,human gut metagenome
DRR480447,WGS,human gut metagenome
ERR2641512,WGS,human metagenome
SRR18960401,WGS,human gut metagenome
SRR15051231,WGS,metagenome
ERR6170188,WGS,human gut metagenome
ERR4373936,WGS,Homo sapiens
ERR10786212,WGS,Homo sapiens
SRR27538878,WGS,human gut metagenome
ERR4623493,WGS,human gut metagenome
SRR12803109,WGS,gut metagenome
ERR4794410,WGS,human gut metagenome
ERR7625338,WGS,human gut metagenome
ERR11458001,WGS,human gut metagenome
ERR11457551,WGS,human gut metagenome
ERR11477709,WGS,human gut metagenome
SRR12802683,OTHER,gut metagenome
SRR13024087,WGS,feces metagenome
ERR6395275,WGS,Homo sapiens
SRR24315760,WGS,human gut metagenome
ERR3451229,WGS,human metagenome
SRR20648081,WGS,metagenome
SRR21858510,WGS,gut metagenome
SRR27405609,WGS,metagenome
ERR3003466,WGS,human gut metagenome
SRR3989296,WGS,soil metagenome
ERR11866436,WGS,human gut metagenome
ERR4097153,WGS,human gut metagenome
SRR6837581,WGS,wastewater metagenome
SRR12143704,WGS,human gut metagenome
ERR4319989,WGS,metagenome
ERR11570446,WGS,human gut metagenome
ERR11472967,WGS,human gut metagenome
SRR12326931,WGS,human gut metagenome
ERR11569396,WGS,human gut metagenome
ERR11456748,WGS,human gut metagenome
SRR25947321,WGS,human gut metagenome
ERR12454932,WGS,human gut metagenome
SRR18440683,OTHER,metagenome
SRR27832109,WGS,human gut metagenome
DRR257000,WGS,human gut metagenome
SRR12179870,WGS,gut metagenome
ERR3003917,WGS,human gut metagenome
SRR15372930,WGS,human gut metagenome
SRR11650015,WGS,metagenome
ERR11799563,WGS,human feces metagenome
ERR9578217,WGS,Homo sapiens
SRR5558091,WGS,human gut metagenome
SRR24315773,WGS,human gut metagenome
ERR2750350,WGS,metagenome
SRR30197791,Hi-C,viral metagenome
SRR18686827,WGS,human gut metagenome
ERR11477789,WGS,human gut metagenome
ERR12394730,WGS,human gut metagenome
ERR6188757,OTHER,metagenome
SRR22573971,WGS,human gut metagenome
ERR3450931,WGS,human metagenome
SRR28855956,WGS,human gut metagenome
ERR10881977,WGS,human metagenome
SRR21938628,OTHER,metagenome
ERR11799080,WGS,human oral metagenome
ERR7162743,WGS,human gut metagenome
ERR4320045,WGS,metagenome
ERR11473849,WGS,human gut metagenome
SRR14092360,OTHER,sludge metagenome
ERR10628446,WGS,human gut metagenome
ERR11569123,WGS,human gut metagenome
SRR30480513,WGS,metagenome
SRR21939015,OTHER,metagenome
ERR11473935,WGS,human gut metagenome
ERR11457478,WGS,human gut metagenome
SRR28299160,WGS,human gut metagenome
ERR11283961,WGS,human gut metagenome
ERR11566640,WGS,human gut metagenome
ERR11477766,WGS,human gut metagenome
SRR27831982,WGS,human gut metagenome
SRR6122195,WGS,gut metagenome
ERR11504111,WGS,human gut metagenome
SRR12326927,WGS,human gut metagenome
ERR912144,WGS,human gut metagenome
ERR11474617,WGS,human gut metagenome
SRR17643792,WGS,human gut metagenome
SRR8870486,WGS,freshwater metagenome
SRR27538717,WGS,human gut metagenome
SRR29764453,WGA,metagenome
SRR9007738,WGS,soil metagenome
SRR13068828,WGS,human metagenome
ERR4794454,WGS,human gut metagenome
ERR11566095,WGS,human gut metagenome
SRR24925865,WGS,human gut metagenome
ERR5982015,OTHER,human gut metagenome
SRR20627592,WGS,gut metagenome
ERR1725969,WGS,wastewater metagenome
SRR7124485,WGS,gut metagenome
SRR23238163,WGS,metagenome
ERR11564849,WGS,human gut metagenome
SRR21969572,OTHER,metagenome
SRR27027606,WGS,human gut metagenome
ERR10882382,WGS,human metagenome
ERR10101427,WGS,human gut metagenome
ERR3003920,WGS,human gut metagenome
SRR13336863,WGS,human gut metagenome
SRR24742785,WGS,riverine metagenome
SRR5127721,WGS,human gut metagenome
SRR18551146,WGS,human gut metagenome
ERR11457711,WGS,human gut metagenome
SRR27832162,WGS,human gut metagenome
SRR11835918,WGS,metagenome
SRR19074195,WGS,human gut metagenome
ERR11010831,WGS,unidentified
ERR7439178,WGS,human gut metagenome
ERR3003488,WGS,human gut metagenome
SRR25445683,WGS,human gut metagenome
ERR9752021,WGS,human feces metagenome
SRR14160107,WGS,human gut metagenome
ERR11478433,WGS,human gut metagenome
ERR3451287,WGS,human metagenome
SRR28428889,WGS,metagenome
SRR14874787,WGS,human gut metagenome
ERR4335242,WGS,gut metagenome
SRR16588742,WGS,human gut metagenome
ERR6275679,WGS,human gut metagenome
ERR8977345,WGS,wastewater metagenome
SRR23597105,WGS,human gut metagenome
SRR13048105,WGS,human gut metagenome
ERR1136616,WGS,human gut metagenome
SRR19777194,WGS,human gut metagenome
ERR11569865,WGS,human gut metagenome
ERR11492246,WGS,human gut metagenome
SRR22802159,WGA,human gut metagenome
SRR5127644,WGS,human gut metagenome
SRR13647396,WGS,human gut metagenome
SRR14874717,WGS,human gut metagenome
SRR8144368,WGS,human gut metagenome
SRR8191144,WGS,freshwater metagenome
SRR27027774,WGS,human gut metagenome
ERR12261247,WGS,human feces metagenome
ERR6406333,WGS,human gut metagenome
ERR6406457,WGS,human gut metagenome
ERR11783418,WGS,human oral metagenome
SRR6958124,WGS,soil metagenome
SRR9847859,WGS,human gut metagenome
SRR18686825,WGS,human gut metagenome
ERR11564371,WGS,human gut metagenome
ERR10786360,WGS,Homo sapiens
SRR12459448,WGA,human gut metagenome
SRR13008511,WGS,human gut metagenome
SRR27832076,WGS,human gut metagenome
SRR5127421,WGS,human gut metagenome
ERR525737,WGS,human gut metagenome
SRR5650179,WGS,human gut metagenome
ERR12023589,WGS,human gut metagenome
ERR4682869,WGS,wastewater metagenome
SRR25011076,WGS,human feces metagenome
SRR10680448,WGS,human gut metagenome
SRR28282753,WGS,human gut metagenome
SRR19109086,WGS,gut metagenome
ERR11477222,WGS,human gut metagenome
ERR748158,WGS,human gut metagenome
ERR1620322,WGS,human gut metagenome
SRR8898661,WGS,human gut metagenome
ERR11564106,WGS,human gut metagenome
ERR11566312,WGS,human gut metagenome
ERR11457575,WGS,human gut metagenome
ERR3004205,WGS,human gut metagenome
ERR4794187,WGS,human gut metagenome
SRR6784578,WGS,human gut metagenome
SRR9089474,OTHER,feces metagenome
SRR10692351,OTHER,human gut metagenome
SRR27418613,WGS,metagenome
ERR9321751,WGS,human gut metagenome
SRR25933619,WGS,human gut metagenome
ERR3413076,WGS,metagenome
ERR1430551,WGS,metagenome
SRR24391770,WGS,metagenome
SRR19902451,WGS,metagenome
ERR7162733,WGS,human gut metagenome
SRR30722331,WGS,human gut metagenome
ERR11504152,WGS,human gut metagenome
SRR21920042,OTHER,metagenome
ERR11794604,WGS,human oral metagenome
SRR27027667,WGS,human gut metagenome
SRR27832050,WGS,human gut metagenome
SRR7989934,WGS,feces metagenome
ERR912016,WGS,human gut metagenome
SRR21869802,OTHER,human gut metagenome
ERR11569938,WGS,human gut metagenome
ERR11570082,WGS,human gut metagenome
SRR12459614,WGA,human gut metagenome
SRR28428930,WGS,metagenome
SRR15832803,WGA,human gut metagenome
SRR30767149,WGS,gut metagenome
SRR11413608,WGS,metagenome
DRR576391,WGS,human gut metagenome
SRR5517144,WGS,rhizosphere metagenome
DRR576441,WGS,human gut metagenome
SRR13773795,WGS,human metagenome
ERR12327531,WGS,Canis lupus familiaris
SRR18468266,OTHER,human gut metagenome
SRR27832099,WGS,human gut metagenome
SRR19109061,WGS,gut metagenome
SRR11679868,WGS,human gut metagenome
SRR12395654,WGS,gut metagenome
ERR4372195,WGS,human gut metagenome
ERR11566106,WGS,human gut metagenome
ERR12109454,WGS,human gut metagenome
ERR11769973,WGS,human oral metagenome
ERR3004255,WGS,human gut metagenome
SRR9650391,WGS,soil metagenome
SRR18174192,WGS,human gut metagenome
ERR11566543,WGS,human gut metagenome
SRR5322669,WGS,Collinsella sp. UBA4258
SRR21969413,OTHER,metagenome
SRR5558092,WGS,human gut metagenome
ERR9681855,WGS,human gut metagenome
SRR490139,OTHER,soil metagenome
ERR10881442,WGS,human metagenome
SRR6784566,WGS,human gut metagenome
SRR14076499,WGS,metagenome
SRR21858620,WGS,gut metagenome
DRR502156,WGS,human feces metagenome
ERR11473754,WGS,human gut metagenome
DRR171597,WGS,human gut metagenome
ERR11570474,WGS,human gut metagenome
ERR4158126,OTHER,human gut metagenome
SRR3954469,WGS,soil metagenome
SRR5127645,WGS,human gut metagenome
SRR7989835,WGS,feces metagenome
ERR1913048,WGS,human gut metagenome
SRR17643720,WGS,human gut metagenome
SRR13271681,WGS,metagenome
SRR24600128,WGS,human gut metagenome
SRR23238177,WGS,metagenome
ERR11509309,WGS,human feces metagenome
ERR5982004,OTHER,human gut metagenome
SRR23984207,OTHER,human gut metagenome
SRR27538802,WGS,human gut metagenome
SRR16280031,WGS,feces metagenome
ERR12394360,WGS,human gut metagenome
ERR11504408,WGS,human gut metagenome
ERR9710843,WGS,human gut metagenome
SRR8387698,WGS,metagenome
DRR171920,WGS,human gut metagenome
SRR22902019,WGS,human metagenome
SRR30479753,WGS,metagenome
SRR5215471,WGS,soil metagenome
SRR11835831,WGS,metagenome
SRR12143795,WGS,human gut metagenome
SRR27538779,WGS,human gut metagenome
SRR5127500,WGS,human gut metagenome
ERR4335041,WGS,gut metagenome
ERR11472861,WGS,human gut metagenome
SRR25006896,WGS,human gut metagenome
ERR4097339,WGS,human gut metagenome
SRR22877472,WGS,feces metagenome
SRR24315776,WGS,human gut metagenome
ERR11570820,WGS,human gut metagenome
ERR3772655,WGS,environmental samples
SRR17241818,WGS,human gut metagenome
SRR19064669,WGS,human gut metagenome
SRR25247301,WGA,human gut metagenome
SRR1238408,WGS,human gut metagenome
SRR9010331,WGS,feces metagenome
SRR13366726,WGS,metagenome
SRR19412966,WGS,metagenome
ERR1137370,WGS,human gut metagenome
ERR11478306,WGS,human gut metagenome
SRR14366785,WGS,groundwater metagenome
ERR5283946,WGS,gut metagenome
SRR17790975,WGS,human gut metagenome
SRR18912947,OTHER,human gut metagenome
ERR4332507,WGS,Homo sapiens
ERR7439101,WGS,human gut metagenome
SRR12179813,WGS,gut metagenome
ERR6406343,WGS,human gut metagenome
ERR10879663,WGS,human gut metagenome
ERR6088550,OTHER,metagenome
ERR11844769,WGS,Homo sapiens
ERR1137137,WGS,human gut metagenome
ERR10786215,WGS,Homo sapiens
ERR10890826,WGS,human gut metagenome
SRR28360810,WXS,human metagenome
SRR12179869,WGS,gut metagenome
SRR21186681,WGS,gut metagenome
SRR27129219,WGS,human gut metagenome
ERR4332476,WGS,Homo sapiens
ERR9883057,OTHER,human gut metagenome
ERR11080642,OTHER,Homo sapiens
SRR26421366,WGS,mangrove metagenome
SRR13083108,WGS,human gut metagenome
SRR29483035,WGS,rhizosphere metagenome
ERR11570458,WGS,human gut metagenome
ERR7528824,WGS,metagenome
ERR11456518,WGS,human gut metagenome
SRR13271713,WGS,metagenome
SRR14571001,WGS,feces metagenome
ERR1539516,WGS,gut metagenome
SRR27538786,WGS,human gut metagenome
ERR1727287,WGS,Homo sapiens
SRR27356033,WGS,human metagenome
SRR21920462,OTHER,metagenome
SRR15832818,WGA,human gut metagenome
ERR11283660,WGS,human gut metagenome
ERR11457608,WGS,human gut metagenome
SRR8652859,WGS,human gut metagenome
SRR27538986,WGS,human gut metagenome
ERR3698053,WGS,Homo sapiens
ERR5883801,WGS,human gut metagenome
SRR27418748,WGS,metagenome
ERR7459413,WGS,gut metagenome
SRR16646207,WGS,human gut metagenome
SRR5127542,WGS,human gut metagenome
ERR8263857,WGS,human gut metagenome
ERR10101558,WGS,human gut metagenome
ERR11477023,WGS,human gut metagenome
SRR21886069,WGS,metagenome
SRR18912952,OTHER,human gut metagenome
ERR4794205,WGS,human gut metagenome
ERR11472979,WGS,human gut metagenome
SRR19064913,WGS,human gut metagenome
SRR26282649,WGS,wastewater metagenome
SRR27485821,WGS,metagenome
SRR6028542,WGS,human gut metagenome
SRR5519180,WGS,feces metagenome
SRR12907771,WGS,human gut metagenome
ERR11504431,WGS,human gut metagenome
ERR9883052,OTHER,human gut metagenome
SRR13415870,WGS,human gut metagenome
SRR14874776,WGS,human gut metagenome
ERR10085000,WGS,human gut metagenome
SRR26457444,WGS,soil metagenome
ERR9250090,WGS,Homo sapiens
SRR11835842,WGS,metagenome
SRR15244451,WGS,human gut metagenome
SRR6367599,WGS,gut metagenome
ERR1136685,WGS,human gut metagenome
ERR10882225,WGS,human metagenome
SRR30481036,WGS,metagenome
ERR11474119,WGS,human gut metagenome
SRR27831939,WGS,human gut metagenome
SRR4444859,WGS,human gut metagenome
ERR11570423,WGS,human gut metagenome
SRR27430444,OTHER,human gut metagenome
SRR12143747,WGS,human gut metagenome
SRR21311675,WGS,metagenome
ERR11504614,WGS,human gut metagenome
ERR6170223,WGS,human gut metagenome
ERR4865852,WGS,human gut metagenome
SRR18173855,WGS,human gut metagenome
ERR7341135,WGS,human gut metagenome
SRR7280824,WGS,Homo sapiens
ERR11485429,WGS,human gut metagenome
SRR10680377,WGS,human gut metagenome
DRR520497,WGS,human gut metagenome
SRR19064714,WGS,human gut metagenome
ERR732928,WGS,Homo sapiens
SRR8090511,WGS,human gut metagenome
ERR4334239,WGS,gut metagenome
ERR11565203,WGS,human gut metagenome
ERR3097533,WGS,feces metagenome
ERR2683199,WGS,wastewater metagenome
SRR23597096,WGS,human gut metagenome
SRR30281720,WGS,mouse gut metagenome
SRR17241867,WGS,human gut metagenome
SRR29660194,WGS,rhizosphere metagenome
SRR13068838,WGS,human metagenome
ERR4332474,WGS,Homo sapiens
ERR4334050,WGS,gut metagenome
ERR3986706,WGS,human gut metagenome
SRR27538826,WGS,human gut metagenome
ERR4369536,WGS,human gut metagenome
ERR9710440,WGS,human gut metagenome
ERR1190868,WGS,human gut metagenome
ERR11591724,WGS,human gut metagenome
ERR4562443,WGS,human gut metagenome
SRR14346299,WGS,human gut metagenome
ERR3656891,WGS,human gut metagenome
SRR27538879,WGS,human gut metagenome
SRR5509277,WGS,rhizosphere metagenome
SRR1926129,WGS,root metagenome
SRR8490391,WGS,human gut metagenome
ERR11503978,WGS,human gut metagenome
ERR8263772,WGS,human gut metagenome
SRR27418721,WGS,metagenome
ERR11457388,WGS,human gut metagenome
SRR13102399,WGS,human gut metagenome
SRR11599171,WGS,metagenome
SRR15041035,WGS,human feces metagenome
SRR15167835,WGA,soil metagenome
ERR2683162,WGS,wastewater metagenome
SRR18242792,WGS,human gut metagenome
ERR11808572,WGS,metagenome
SRR14874834,WGS,human gut metagenome
SRR28401776,WGA,metagenome
SRR25035388,WGS,feces metagenome
SRR2938255,WGS,wastewater metagenome
SRR2938539,WGS,wastewater metagenome
ERR1190806,WGS,human gut metagenome
DRR509214,WGS,human gut metagenome
ERR7803743,WGS,human gut metagenome
ERR1711756,WGS,human gut metagenome
SRR27460825,WGS,Homo sapiens
ERR4402271,WGS,Homo sapiens
SRR27832062,WGS,human gut metagenome
SRR8884479,WGS,human gut metagenome
ERR6226016,OTHER,metagenome
SRR5451658,WGS,rhizosphere metagenome
ERR10880787,WGS,human metagenome
ERR4326210,WGS,feces metagenome
SRR21858713,WGS,gut metagenome
ERR11564406,WGS,human gut metagenome
SRR27460920,WGS,Homo sapiens
ERR10880842,WGS,human metagenome
ERR2641511,WGS,human metagenome
SRR7280977,WGS,Homo sapiens
SRR27027675,WGS,human gut metagenome
ERR9808516,WGS,human gut metagenome
ERR11569840,WGS,human gut metagenome
ERR11156839,OTHER,human gut metagenome
SRR27832114,WGS,human gut metagenome
SRR27027493,WGS,human gut metagenome
SRR14597294,WGS,metagenome
ERR4283466,WGS,Homo sapiens
ERR1297709,WGS,human gut metagenome
ERR11269300,WGS,wastewater metagenome
SRR14715255,WGS,human gut metagenome
SRR18551104,WGS,human gut metagenome
ERR10115186,WGS,human gut metagenome
ERR10115195,WGS,human gut metagenome
ERR9598552,WGS,metagenome
SRR23883289,WGS,human gut metagenome
SRR23086375,WGS,sediment metagenome
SRR24599923,WGS,human gut metagenome
SRR30481227,WGS,metagenome
SRR14874716,WGS,human gut metagenome
ERR11457045,WGS,human gut metagenome
SRR8898701,WGS,human gut metagenome
SRR22027833,OTHER,metagenome
SRR21969516,OTHER,metagenome
SRR28282880,WGS,human gut metagenome
SRR13594406,WGS,metagenome
ERR11477173,WGS,human gut metagenome
SRR29069771,WGS,soil metagenome
ERR8609947,OTHER,metagenome
SRR13622774,WGS,human gut metagenome
SRR24987646,WGS,human gut metagenome
SRR18173533,WGS,human gut metagenome
SRR17643481,WGS,human gut metagenome
ERR11474041,WGS,human gut metagenome
SRR12459523,WGA,human gut metagenome
SRR10466858,WGS,freshwater metagenome
ERR6910912,WGS,Homo sapiens
SRR8884509,WGS,human gut metagenome
SRR19064501,WGS,human gut metagenome
ERR11569950,WGS,human gut metagenome
ERR11566376,WGS,human gut metagenome
ERR911971,WGS,human gut metagenome
ERR11799012,WGS,human oral metagenome
SRR28299140,WGS,human gut metagenome
SRR28361004,WXS,human metagenome
SRR5831604,WGS,human gut metagenome
ERR12109352,WGS,human gut metagenome
SRR27832107,WGS,human gut metagenome
SRR21885889,WGS,metagenome
ERR11569395,WGS,human gut metagenome
