rank,name,diff,sourmash,singleM
strain,AtH2023_SRR8960761_MAG04 s__Lactobacillus amylovorus,1.865574435,0,1.865574435
class,c__Spirochaetia,-2.617870548,4.486594774,1.868724226
phylum,p__Spirochaetota,-2.621995892,4.491709646,1.869713754
family,f__UBA660,-4.66516624,6.53684979,1.87168355
order,o__RF39,-4.66516624,6.53684979,1.87168355
family,f__UBA660,-4.704961995,6.578910174,1.873948178
order,o__RF39,-4.704961995,6.578910174,1.873948178
species,s__Cryptobacteroides sp004554455,-2.317802617,4.193338717,1.8755361
family,f__Oscillospiraceae,-2.772168422,4.65158283,1.879414409
strain,GCA_945919465 s__Anaeroplasma sp945919465,1.881279796,0,1.881279796
genus,g__Cryptobacteroides,-1.927753183,3.809044986,1.881291803
strain,GCA_036750795 s__Cryptobacteroides sp000433355,1.883489923,0,1.883489923
family,f__Paludibacteraceae,-1.788098502,3.672819264,1.884720762
family,f__Oscillospiraceae,-3.218920005,5.110185185,1.89126518
genus,g__Treponema_D,-1.825336449,3.717203317,1.891866868
order,o__RFN20,-4.395989826,6.289602956,1.89361313
strain,AtH2023_SRR8960244_MAG07 s__Bariatricus sp004560705,1.896619912,0,1.896619912
family,f__UBA660,-4.209403872,6.106929868,1.897525996
order,o__RF39,-4.209403872,6.106929868,1.897525996
strain,GCA_034113945 s__Prevotella sp022771625,1.901268893,0,1.901268893
family,f__Ruminococcaceae,-2.474222592,4.375614553,1.90139196
family,f__Aristaeellaceae,-2.436029705,4.345567581,1.909537875
species,s__Prevotella sp022771625,1.1754007,0.737568963,1.912969663
family,f__CAG-508,-2.127862935,4.043361615,1.91549868
family,f__Peptostreptococcaceae,-1.836811822,3.755119599,1.918307777
order,o__RFN20,-4.735130985,6.653668912,1.918537927
family,f__UBA660,-4.121619108,6.041585629,1.919966521
order,o__RF39,-4.121619108,6.041585629,1.919966521
strain,AtH2023_SRR8960729_MAG04 s__Treponema_D sp018385315,1.922170386,0,1.922170386
order,o__Christensenellales,-4.000754797,5.926659359,1.925904562
family,f__Ruminococcaceae,-2.046227157,3.975451586,1.929224429
class,c__Spirochaetia,-1.283557484,3.212920986,1.929363502
phylum,p__Spirochaetota,-1.283266127,3.212920986,1.929654859
genus,g__Blautia_A,1.742023963,0.189556995,1.931580959
strain,AtH2023_SRR14369192_MAG17 s__Prevotella sp000436915,1.932025046,0,1.932025046
order,o__TANB77,-2.22244265,4.155715044,1.933272395
strain,AtH2023_SRR14369192_MAG17 s__Prevotella sp000436915,1.934316565,0,1.934316565
family,f__UBA932,-1.715962848,3.652215454,1.936252606
strain,AtH2023_SRR7182063_MAG4 s__UBA2868 sp004552595,1.936283409,0,1.936283409
family,f__UBA660,-4.876118313,6.812420786,1.936302473
order,o__RF39,-4.876118313,6.812420786,1.936302473
order,o__Lactobacillales,-1.877396709,3.820820516,1.943423806
strain,AtH2023_SRR17241627_MAG05 s__Treponema_D sp018385415,1.943431378,0,1.943431378
class,c__Spirochaetia,-2.206041045,4.15055779,1.944516745
phylum,p__Spirochaetota,-2.208861723,4.154462972,1.945601249
genus,g__Faecousia,-3.732412447,5.686217921,1.953805474
family,f__UBA1067,-1.370728754,3.326096079,1.955367325
family,f__Anaerovoracaceae,-2.928885164,4.88664789,1.957762726
family,f__Ruminococcaceae,-2.358896176,4.318688855,1.959792678
order,o__RFN20,-3.644454803,5.609143333,1.96468853
strain,AtH2023_SRR8960731_MAG02 s__Sodaliphilus sp004557565,1.966998756,0,1.966998756
family,f__UBA932,-2.039373176,4.007756949,1.968383773
family,f__UBA660,-4.21732681,6.19000796,1.97268115
order,o__RF39,-4.21732681,6.19000796,1.97268115
family,f__Treponemataceae,-1.8334992,3.808694626,1.975195425
order,o__Treponematales,-1.841471414,3.817548623,1.976077209
genus,g__Cryptobacteroides,-2.551728726,4.530622852,1.978894127
strain,GCA_036750795 s__Cryptobacteroides sp000433355,1.979705997,0,1.979705997
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,1.981720844,0,1.981720844
genus,g__Clostridium,-2.199462736,4.183623135,1.984160399
order,o__RFP12,-1.336363437,3.326096079,1.989732642
class,c__Kiritimatiellia,-1.37741509,3.367147731,1.989732642
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,1.990725714,0,1.990725714
family,f__Sphaerochaetaceae,-1.342883555,3.335931892,1.993048337
order,o__Sphaerochaetales,-1.342883555,3.335931892,1.993048337
genus,g__Limosilactobacillus,-4.243737899,6.237517896,1.993779997
family,f__Oscillospiraceae,-3.60663734,5.60078428,1.99414694
class,c__Spirochaetia,-1.16945177,3.163740595,1.994288825
phylum,p__Spirochaetota,-1.16842458,3.163740595,1.995316015
family,f__Oscillospiraceae,-3.436045536,5.43542479,1.999379254
species,s__Prevotella sp002251295,1.728942831,0.273778338,2.002721169
phylum,p__Verrucomicrobiota,-1.321177164,3.325684857,2.004507692
order,o__Christensenellales,-3.617888006,5.623411466,2.005523459
family,f__UBA660,-4.002000348,6.007672905,2.005672557
order,o__RF39,-4.002000348,6.007672905,2.005672557
genus,g__Agathobacter,-1.174780744,3.180839559,2.006058815
species,s__Prevotella sp002251295,1.118407515,0.888924354,2.007331869
strain,GCF_016294185 s__Methanocatella smithii,2.011098737,0,2.011098737
species,s__Methanocatella smithii,-3.694146952,5.705871323,2.011724371
strain,AtH2023_SRR8960761_MAG04 s__Lactobacillus amylovorus,2.012238472,0,2.012238472
order,o__RFN20,-4.132600684,6.1474424,2.014841717
order,o__Christensenellales,-4.633189418,6.649430491,2.016241074
species,s__Anaeroplasma sp945919465,-1.454772512,3.473378851,2.018606339
class,c__Spirochaetia,-2.118063258,4.139380177,2.021316919
phylum,p__Spirochaetota,-2.117456802,4.139380177,2.021923374
genus,g__Anaeroplasma,-1.447577727,3.473378851,2.025801124
genus,g__Treponema_D,-1.628679155,3.654624809,2.025945654
family,f__Muribaculaceae,-1.068236473,3.096434803,2.02819833
phylum,p__Verrucomicrobiota,-1.049080468,3.078951967,2.029871498
family,f__Oscillospiraceae,-3.746234752,5.778188869,2.031954117
order,o__Peptostreptococcales,-2.082418301,4.114432658,2.032014357
family,f__Acutalibacteraceae,-4.975228983,7.011000562,2.035771579
genus,g__Cryptobacteroides,-1.504077449,3.540412244,2.036334796
order,o__Christensenellales,-3.780435588,5.824246312,2.043810724
genus,g__Agathobacter,-1.139806734,3.18905757,2.049250835
class,c__Spirochaetia,-2.545970518,4.595894804,2.049924286
phylum,p__Spirochaetota,-2.562669483,4.613534317,2.050864834
genus,g__Faecousia,-5.147433154,7.199115606,2.051682452
family,f__CAG-138,-1.577318086,3.631403824,2.054085738
class,c__Spirochaetia,-2.632733136,4.688991831,2.056258695
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,2.058016178,0,2.058016178
phylum,p__Spirochaetota,-2.635775315,4.694296121,2.058520806
family,f__Treponemataceae,-1.649131485,3.70826103,2.059129545
order,o__Treponematales,-1.649131485,3.70826103,2.059129545
species,s__Prevotella sp022771625,1.064061963,0.996631936,2.060693898
order,o__RFN20,-4.268730627,6.330124386,2.061393759
family,f__Paludibacteraceae,-2.904084977,4.972723458,2.068638481
strain,GCF_946409665 s__Streptococcus faecavium,2.068760079,0,2.068760079
genus,g__Methanocatella,-3.633460507,5.705871323,2.072410816
family,f__Methanobacteriaceae,-3.639765751,5.712489384,2.072723633
order,o__Methanobacteriales,-3.639765751,5.712489384,2.072723633
class,c__Methanobacteria,-3.639765751,5.712489384,2.072723633
phylum,p__Methanobacteriota,-3.639765751,5.712489384,2.072723633
strain,GCA_021620945 s__Prevotella sp000434975,2.073002313,0,2.073002313
order,o__RFN20,-4.310523932,6.386683588,2.076159656
family,f__Acutalibacteraceae,-1.708725954,3.786837514,2.07811156
strain,AtH2023_SRR14369192_MAG17 s__Prevotella sp000436915,2.087027733,0,2.087027733
strain,GCA_937998895 s__Turicibacter bilis,2.09033608,0,2.09033608
species,s__Streptococcus faecavium,-2.900365104,4.992236952,2.091871848
superkingdom,d__Archaea,-5.230765881,7.322884151,2.09211827
family,f__UBA932,-2.698513163,4.796280789,2.097767626
class,c__Spirochaetia,-2.228737183,4.331999901,2.103262718
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,2.103551451,0,2.103551451
phylum,p__Spirochaetota,-2.227937007,4.331999901,2.104062894
order,o__Christensenellales,-7.025004244,9.138128923,2.11312468
species,s__Prevotella sp002251295,1.018039721,1.099561424,2.117601145
species,s__Prevotella sp000434975,-1.442231278,3.560393867,2.118162589
class,c__Spirochaetia,-2.023981492,4.152145535,2.128164043
phylum,p__Spirochaetota,-2.029587168,4.15813363,2.128546462
strain,GCF_946409665 s__Streptococcus faecavium,2.130022059,0,2.130022059
family,f__Methanobacteriaceae,-1.921932277,4.057220372,2.135288095
order,o__Methanobacteriales,-1.953789884,4.089077979,2.135288095
class,c__Methanobacteria,-1.953789884,4.089077979,2.135288095
phylum,p__Methanobacteriota,-1.960983537,4.096271632,2.135288095
genus,g__Corynebacterium,-1.802872522,3.938935743,2.136063221
strain,GCA_021620945 s__Prevotella sp000434975,2.138760573,0,2.138760573
family,f__CAG-272,-3.544085503,5.687301806,2.143216303
strain,GCA_945827785 s__Cryptobacteroides sp945827785,2.143850502,0,2.143850502
species,s__Streptococcus faecavium,-2.492949232,4.644782082,2.15183285
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,2.152323883,0,2.152323883
species,s__Prevotella sp002251295,1.738080735,0.424265859,2.162346594
order,o__Christensenellales,-4.316194323,6.479650562,2.163456239
order,o__Christensenellales,-4.920676134,7.09014498,2.169468846
class,c__Spirochaetia,-3.521072614,5.691108207,2.170035593
strain,GCA_963661995 s__Prevotella sp900546535,2.17008834,0,2.17008834
phylum,p__Spirochaetota,-3.524625515,5.696516292,2.171890777
order,o__Christensenellales,-4.368300753,6.542769591,2.174468838
family,f__Oscillospiraceae,-3.6195723,5.795448537,2.175876237
genus,g__Streptococcus,-2.814081169,4.992236952,2.178155784
family,f__Streptococcaceae,-2.832330145,5.012540308,2.180210163
class,c__Spirochaetia,-3.325089854,5.506481481,2.181391627
phylum,p__Spirochaetota,-3.329556755,5.512037037,2.182480282
species,s__Cryptobacteroides sp945827785,-1.115695408,3.30259149,2.186896083
genus,g__Cryptobacteroides,-2.573045938,4.76061888,2.187572942
class,c__Spirochaetia,-2.756570106,4.944885952,2.188315847
phylum,p__Spirochaetota,-2.761907285,4.950838865,2.18893158
genus,g__Streptococcus,-2.451062599,4.644782082,2.193719483
genus,g__Agathobacter,-1.688793668,3.884900766,2.196107098
family,f__Paludibacteraceae,-2.369902936,4.566217644,2.196314708
family,f__Oscillospiraceae,-3.432358116,5.629557261,2.197199144
family,f__Ruminococcaceae,-2.865126129,5.062658146,2.197532017
order,o__Peptostreptococcales,-2.474289391,4.671835473,2.197546082
family,f__Streptococcaceae,-2.445114201,4.644782082,2.199667881
genus,g__Agathobacter,-1.02680886,3.237033915,2.210225055
family,f__UBA932,-1.672162991,3.885958316,2.213795326
genus,g__Treponema_D,-2.266951674,4.486248793,2.219297119
class,c__Spirochaetia,-2.171138581,4.394350463,2.223211882
phylum,p__Spirochaetota,-2.175926324,4.399138206,2.223211882
order,o__Peptostreptococcales,-2.157203947,4.386719217,2.229515269
strain,AtH2023_SRR7182063_MAG4 s__UBA2868 sp004552595,2.229839529,0,2.229839529
strain,GCA_945641125 s__Prevotella sp945863825,2.231791668,0,2.231791668
species,s__Prevotella sp945863825,-2.282848011,4.515222392,2.232374382
genus,g__Lactobacillus,-1.000445535,3.237140639,2.236695105
strain,AtH2023_ERR1135365_MAG06 s__Physcousia sp945828295,2.239350853,0,2.239350853
strain,AtH2023_SRR14369192_MAG17 s__Prevotella sp000436915,2.241124155,0,2.241124155
family,f__Treponemataceae,-2.299245553,4.545296663,2.246051111
order,o__Treponematales,-2.298603457,4.545296663,2.246693207
class,c__Spirochaetia,-3.647336066,5.898544587,2.251208521
species,s__Physcousia sp945828295,1.059412704,1.191892634,2.251305338
family,f__Muribaculaceae,-1.165188876,3.416522296,2.25133342
order,o__Christensenellales,-3.634455166,5.886638794,2.252183628
phylum,p__Spirochaetota,-3.653039291,5.905231016,2.252191725
strain,GCA_945947065 s__HGM11368 sp945872615,2.261352119,0,2.261352119
species,s__HGM11368 sp945872615,-3.530553993,5.791906112,2.261352119
genus,g__HGM11368,-3.530553993,5.791906112,2.261352119
class,c__Spirochaetia,-2.772702632,5.034966091,2.262263459
phylum,p__Spirochaetota,-2.77192272,5.034966091,2.263043371
family,f__UBA3700,-3.528677092,5.791906112,2.263229019
class,c__Spirochaetia,-2.721220321,4.990744324,2.269524003
phylum,p__Spirochaetota,-2.725075901,4.99492768,2.269851779
class,c__Spirochaetia,-2.547830915,4.821106218,2.273275304
phylum,p__Spirochaetota,-2.556658159,4.830169868,2.273511709
genus,g__Cryptobacteroides,-1.760707886,4.041805401,2.281097515
strain,AtH2023_SRR14369192_MAG17 s__Prevotella sp000436915,2.281738145,0,2.281738145
class,c__Spirochaetia,-3.19065056,5.474418055,2.283767495
phylum,p__Spirochaetota,-3.203287417,5.48741581,2.284128393
genus,g__Cryptobacteroides,-2.296867897,4.595373568,2.298505671
strain,GCA_958423565 s__Prevotella sp000436915,2.309832627,0,2.309832627
family,f__Anaeroplasmataceae,-1.983883151,4.296224396,2.312341246
order,o__Acholeplasmatales,-1.982319067,4.296224396,2.313905329
family,f__Muribaculaceae,-2.244232295,4.558704772,2.314472478
genus,g__Cryptobacteroides,-1.80444208,4.119038696,2.314596616
genus,g__Cryptobacteroides,-2.431127767,4.749235559,2.318107791
order,o__RFN20,-4.358839883,6.678296857,2.319456974
order,o__Christensenellales,-4.346650181,6.6702658,2.323615619
genus,g__Agathobacter,-1.282215191,3.609468997,2.327253805
family,f__UBA932,-2.814556612,5.144668807,2.330112195
family,f__UBA1067,-3.350386759,5.690314261,2.339927502
strain,GCA_963661995 s__Prevotella sp900546535,2.342643653,0,2.342643653
superkingdom,d__Archaea,-2.893250936,5.235951823,2.342700887
genus,g__Cryptobacteroides,-2.2158528,4.569901053,2.354048253
order,o__RFP12,-3.350838471,5.705666518,2.354828048
class,c__Kiritimatiellia,-3.355940842,5.711039808,2.355098967
genus,g__Agathobacter,-1.474357315,3.839444943,2.365087628
order,o__Christensenellales,-4.526709879,6.89504131,2.368331431
family,f__Lactobacillaceae,-1.093415899,3.472421312,2.379005413
genus,g__Cryptobacteroides,-2.716929529,5.116228937,2.399299408
genus,g__Cryptobacteroides,-2.185966353,4.586014869,2.400048516
family,f__UBA932,-1.944207757,4.344966498,2.400758741
class,c__Bacilli,-4.761698919,7.168412557,2.406713639
strain,GCA_945919795 s__UBA2882 sp945919795,2.410907313,0,2.410907313
species,s__UBA2882 sp945919795,-1.384739581,3.795646895,2.410907313
family,f__UBA932,-2.454596821,4.869928193,2.415331373
strain,AtH2023_SRR8960729_MAG13 s__Cryptobacteroides sp000433355,2.418243184,0,2.418243184
species,s__Cryptobacteroides sp000433355,-1.182156838,3.606159572,2.424002734
family,f__Oscillospiraceae,-4.222045782,6.647418916,2.425373134
strain,AtH2023_SRR8960731_MAG02 s__Sodaliphilus sp004557565,2.42570932,0,2.42570932
strain,GCA_021620945 s__Prevotella sp000434975,2.42607605,0,2.42607605
genus,g__Cryptobacteroides,-2.798718865,5.229633598,2.430914733
order,o__Christensenellales,-4.599821361,7.031931373,2.432110012
family,f__Lactobacillaceae,-1.103481896,3.543559084,2.440077189
strain,AtH2023_SRR7182063_MAG4 s__UBA2868 sp004552595,2.443800035,0,2.443800035
family,f__Peptostreptococcaceae,-1.875934056,4.320091054,2.444156998
class,c__Spirochaetia,-3.1103511,5.562836582,2.452485482
order,o__Lactobacillales,-1.095806804,3.548325593,2.452518789
phylum,p__Spirochaetota,-3.116110431,5.569985226,2.453874795
family,f__UBA932,-2.682611169,5.140001293,2.457390125
species,s__Prevotella sp000434975,-1.66743308,4.131111206,2.463678126
strain,AtH2023_SRR7182063_MAG4 s__UBA2868 sp004552595,2.468123579,0,2.468123579
family,f__Ruminococcaceae,-2.865023207,5.335117359,2.470094152
strain,GCA_037369705 s__Prevotella sp900313215,2.470840478,0,2.470840478
genus,g__Cryptobacteroides,-2.567192669,5.045431543,2.478238874
family,f__Oscillospiraceae,-3.96168629,6.44023157,2.47854528
family,f__UBA660,2.480404626,0,2.480404626
order,o__RF39,2.480404626,0,2.480404626
strain,GCA_963661995 s__Prevotella sp900546535,2.481346521,0,2.481346521
species,s__UBA2868 sp004552595,1.188884268,1.299528749,2.488413017
genus,g__UBA2868,1.192106317,1.299528749,2.491635066
strain,GCA_037369705 s__Prevotella sp900313215,2.500614502,0,2.500614502
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,2.50184359,0,2.50184359
class,c__Spirochaetia,-2.392670321,4.896671399,2.504001078
phylum,p__Spirochaetota,-2.398980464,4.902981543,2.504001078
order,o__Peptostreptococcales,-2.8224786,5.332449073,2.509970473
family,f__UBA932,-2.510241338,5.021544845,2.511303508
species,s__Prevotella sp002251295,1.642177899,0.876301991,2.51847989
strain,GCA_037369705 s__Prevotella sp900313215,2.525189619,0,2.525189619
strain,GCA_037369705 s__Prevotella sp900313215,2.525930578,0,2.525930578
genus,g__Cryptobacteroides,-2.660407845,5.189889604,2.529481759
family,f__Clostridiaceae,-2.311158424,4.841328565,2.530170141
order,o__Clostridiales,-2.311158424,4.841328565,2.530170141
family,f__UBA932,-2.450854511,4.985536197,2.534681687
strain,AtH2023_SRR8960211_MAG60 s__Limimorpha sp900769945,2.541491247,0,2.541491247
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,2.542443018,0,2.542443018
strain,GCA_037369705 s__Prevotella sp900313215,2.543641441,0,2.543641441
family,f__UBA932,-2.965587258,5.510412636,2.544825378
family,f__CAG-138,-1.752742707,4.29851131,2.545768603
genus,g__Agathobacter,-1.659978866,4.207539801,2.547560935
family,f__Mycobacteriaceae,-1.892786228,4.441518136,2.548731909
family,f__Oscillospiraceae,-3.171127848,5.720012829,2.54888498
order,o__Christensenellales,-3.591210776,6.141324454,2.550113678
family,f__UBA1067,-1.516637786,4.075354214,2.558716428
strain,GCA_037369705 s__Prevotella sp900313215,2.558889822,0,2.558889822
strain,GCF_004167405 s__Faecalibacterium prausnitzii,2.559647753,0,2.559647753
species,s__Faecalibacterium prausnitzii,2.559647753,0,2.559647753
class,c__Spirochaetia,-1.28551821,3.845908779,2.560390569
family,f__UBA932,-2.943627496,5.505455155,2.561827659
species,s__Prevotella sp002251295,1.88386743,0.679358,2.56322543
order,o__Mycobacteriales,-1.92724094,4.495118102,2.567877161
phylum,p__Spirochaetota,-1.295360175,3.866148432,2.570788257
species,s__Limimorpha sp900769945,-1.484728963,4.056834057,2.572105095
order,o__Christensenellales,-3.009651651,5.582998885,2.573347234
genus,g__Limimorpha,-1.482832529,4.056834057,2.574001528
family,f__F082,-1.498184787,4.072186315,2.574001528
strain,GCA_963661995 s__Prevotella sp900546535,2.578734561,0,2.578734561
family,f__Oscillospiraceae,-3.155968732,5.737390432,2.5814217
order,o__RFP12,-1.627368299,4.21073211,2.583363811
species,s__Prevotella sp900546535,-1.445665672,4.029684009,2.584018337
class,c__Kiritimatiellia,-1.626573222,4.21073211,2.584158888
family,f__UBA932,-2.707367919,5.293171295,2.585803377
genus,g__Clostridium,-2.322668261,4.909690675,2.587022414
genus,g__Cryptobacteroides,-2.363390897,4.953462691,2.590071795
genus,g__Cryptobacteroides,-2.870360048,5.460794548,2.5904345
family,f__Oscillospiraceae,-4.466499801,7.061505799,2.595005998
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,2.597451099,0,2.597451099
family,f__UBA932,-2.861486671,5.460794548,2.599307877
class,c__Spirochaetia,-2.84423458,5.443732845,2.599498265
phylum,p__Spirochaetota,-2.852206794,5.452586843,2.600380049
species,s__Prevotella sp002251295,1.795794109,0.814105834,2.609899942
strain,GCA_037369705 s__Prevotella sp900313215,2.610193071,0,2.610193071
family,f__Oscillospiraceae,-5.913358557,8.531457884,2.618099327
class,c__Spirochaetia,-1.74416208,4.364567893,2.620405813
phylum,p__Verrucomicrobiota,-1.692037895,4.315897024,2.623859129
phylum,p__Spirochaetota,-1.741642315,4.369938347,2.628296032
strain,GCF_004167405 s__Faecalibacterium prausnitzii,2.628440668,0,2.628440668
species,s__Faecalibacterium prausnitzii,2.628440668,0,2.628440668
genus,g__Cryptobacteroides,-1.596346561,4.227793704,2.631447143
strain,GCA_037369705 s__Prevotella sp900313215,2.63170691,0,2.63170691
genus,g__Cryptobacteroides,-2.713599832,5.359462595,2.645862763
genus,g__Cryptobacteroides,-1.833783747,4.489162424,2.655378677
genus,g__Cryptobacteroides,-1.488559602,4.152127225,2.663567623
strain,GCA_021620945 s__Prevotella sp000434975,2.670215668,0,2.670215668
order,o__Christensenellales,-3.977893427,6.663027079,2.685133652
phylum,p__Verrucomicrobiota,-1.783793,4.472265975,2.688472975
strain,GCA_037369705 s__Prevotella sp900313215,2.693408226,0,2.693408226
family,f__Clostridiaceae,-2.606272391,5.306396593,2.700124203
order,o__Clostridiales,-2.605467968,5.306396593,2.700928625
genus,g__Cryptobacteroides,-1.439780069,4.158429822,2.718649753
order,o__Christensenellales,-6.251075565,8.972746008,2.721670442
species,s__Prevotella sp000434975,-1.346752756,4.071520205,2.72476745
family,f__UBA932,-2.520737906,5.255297891,2.734559985
order,o__Bacteroidales,-1.098353276,3.833503359,2.735150084
family,f__UBA932,-2.901631337,5.638029607,2.736398271
family,f__Paludibacteraceae,-2.990516456,5.728694905,2.738178449
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,2.744212138,0,2.744212138
class,c__Spirochaetia,-1.489673743,4.236384331,2.746710588
phylum,p__Spirochaetota,-1.489673743,4.236384331,2.746710588
family,f__UBA932,-3.164874769,5.920463748,2.75558898
species,s__Prevotella sp002251295,1.902278698,0.855578693,2.757857392
class,c__Bacteroidia,-1.103493644,3.862525064,2.75903142
phylum,p__Bacteroidota,-1.103493644,3.862525064,2.75903142
order,o__Christensenellales,-3.770958431,6.553321432,2.782363001
family,f__Lachnospiraceae,-2.182090586,4.964630376,2.782539789
order,o__Oscillospirales,-2.643556363,5.427058782,2.783502419
family,f__Oscillospiraceae,-4.113713029,6.90176456,2.788051531
family,f__UBA660,-7.467510648,10.25864664,2.791135992
order,o__RF39,-7.467510648,10.25864664,2.791135992
class,c__Spirochaetia,-3.089864898,5.885335982,2.795471084
phylum,p__Spirochaetota,-3.089650866,5.885335982,2.795685116
genus,g__Colicola,-2.822143015,5.621757071,2.799614056
family,f__Oscillospiraceae,-4.360062867,7.163064626,2.803001759
genus,g__Cryptobacteroides,-2.837275781,5.650399147,2.813123366
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,2.816530584,0,2.816530584
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,2.817283828,0,2.817283828
species,s__Prevotella sp002251295,2.069596495,0.765278626,2.834875121
family,f__UBA932,-2.393692675,5.242785534,2.849092858
family,f__UBA932,-1.517276283,4.366704321,2.849428037
class,c__Bacilli,-4.159968582,7.018759685,2.858791103
family,f__Lachnospiraceae,-2.548683551,5.410610894,2.861927344
order,o__Lachnospirales,-2.611343869,5.477962897,2.866619028
order,o__Lachnospirales,-2.402808301,5.279092102,2.876283801
family,f__Lachnospiraceae,-2.431387234,5.309838208,2.878450974
order,o__Lachnospirales,-2.472055431,5.355806931,2.883751501
family,f__Lachnospiraceae,-2.198034167,5.110185185,2.912151018
order,o__Lachnospirales,-2.212254209,5.131481481,2.919227273
strain,GCF_946909825 s__Escherichia coli,2.931211394,0,2.931211394
family,f__UBA932,-1.721002401,4.655869687,2.934867286
species,s__Escherichia coli,2.853128946,0.082467425,2.935596372
genus,g__Escherichia,2.850817044,0.08507166,2.935888703
genus,g__Faecalibacterium,1.755737423,1.182619336,2.938356759
family,f__Oscillospiraceae,-4.335325028,7.277931337,2.942606308
genus,g__Colicola,-2.329774384,5.273467039,2.943692655
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,2.953849847,0,2.953849847
genus,g__Treponema_D,-1.484168501,4.438840082,2.95467158
species,s__Prevotella sp002251295,1.809728759,1.154123289,2.963852047
strain,GCF_004167405 s__Faecalibacterium prausnitzii,2.969725911,0,2.969725911
species,s__Faecalibacterium prausnitzii,2.822441607,0.147284304,2.969725911
order,o__Christensenellales,-4.921296873,7.893434725,2.972137852
phylum,p__Verrucomicrobiota,-3.302924685,6.282793029,2.979868344
class,c__Bacilli,2.259982464,0.723838412,2.983820876
genus,g__Cryptobacteroides,-2.173270455,5.1613284,2.988057945
family,f__Treponemataceae,-1.037495009,4.034713764,2.997218755
genus,g__Clostridium,-3.291923529,6.289263108,2.997339579
order,o__Treponematales,-1.041661804,4.039398482,2.997736678
family,f__Paludibacteraceae,-2.366179262,5.365686314,2.999507052
family,f__UBA932,-3.142991314,6.145060425,3.002069111
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.006795203,0,3.006795203
genus,g__Cryptobacteroides,-1.924723702,4.944794362,3.02007066
family,f__Muribaculaceae,-1.032823186,4.061470064,3.028646877
strain,AtH2023_SRR7182063_MAG4 s__UBA2868 sp004552595,3.032907622,0,3.032907622
family,f__Bacteroidaceae,-1.115196512,4.148947603,3.03375109
family,f__Enterobacteriaceae,2.797135782,0.237853416,3.034989198
genus,g__Cryptobacteroides,-2.48291999,5.522771007,3.039851017
order,o__Christensenellales,-4.464377091,7.512659153,3.048282062
family,f__UBA932,-1.882220747,4.932425988,3.050205242
class,c__Spirochaetia,-1.92108934,4.972818922,3.051729582
phylum,p__Spirochaetota,-1.920653814,4.972818922,3.052165108
family,f__Treponemataceae,-1.565814761,4.618056518,3.052241756
order,o__Treponematales,-1.565814761,4.618056518,3.052241756
strain,GCF_946909825 s__Escherichia coli,3.059369481,0,3.059369481
family,f__Oscillospiraceae,-6.070356726,9.133136273,3.062779547
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.0656543,0,3.0656543
strain,GCF_946909825 s__Escherichia coli,3.0824365,0,3.0824365
family,f__UBA932,-2.203210209,5.288285966,3.085075757
species,s__Prevotella sp002251295,1.70041365,1.387966465,3.088380115
species,s__Escherichia coli,3.092541666,0,3.092541666
genus,g__Escherichia,3.092902565,0,3.092902565
family,f__Lachnospiraceae,-2.324128441,5.425176764,3.101048323
species,s__Escherichia coli,2.608952114,0.495994566,3.10494668
genus,g__Treponema_D,-1.637577287,4.755605831,3.118028544
strain,GCF_946909825 s__Escherichia coli,3.120767473,0,3.120767473
genus,g__Cryptobacteroides,-3.151177864,6.276770499,3.125592635
family,f__Oscillospiraceae,-8.503381305,11.635476,3.132094692
order,o__Christensenellales,-5.052888277,8.189352437,3.13646416
species,s__Escherichia coli,2.787920613,0.353106712,3.141027325
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.169794591,0,3.169794591
family,f__Enterobacteriaceae,3.028568423,0.147701761,3.176270183
order,o__Lachnospirales,-2.458938787,5.647186498,3.188247711
species,s__Prevotella sp002251295,2.082324889,1.106249566,3.188574454
strain,GCF_946409665 s__Streptococcus faecavium,3.19430323,0,3.19430323
genus,g__Escherichia,1.915472132,1.282441675,3.197913807
class,c__Spirochaetia,-1.203908565,4.410294622,3.206386058
phylum,p__Spirochaetota,-1.203749549,4.410294622,3.206545073
family,f__UBA932,-2.360274478,5.56856872,3.208294242
family,f__Treponemataceae,-1.660369108,4.870550457,3.210181349
order,o__Treponematales,-1.660369108,4.870550457,3.210181349
strain,AtH2023_SRR17241619_MAG24 s__Prevotella sp002251295,3.213969645,0,3.213969645
